Sharpe,CAGR,MERTON_N_TOP,COMPOSITE_MOMENTUM_WINDOW,COMPOSITE_MOMENTUM_SKIP,COMPOSITE_REVERSAL_WINDOW,COMPOSITE_TREND_WINDOW,COV_SHORT_WINDOW,VIEW_SCALE,COV_BLEND_ALPHA,COV_SHRINKAGE,MERTON_GAMMA,BL_DELTA,MERTON_MAX_SECTOR
0.6898745189594575,0.12293247547125485,20,92,45,37,228,112,0.3619687548562557,0.7260994160497292,0.3688429558189201,-1.3234958636722753,1.7547041970148447,0.29958539795057637
0.7727269633248153,0.13519054120957374,35,138,37,7,207,98,0.1414581984963616,0.31539148881631474,0.3882034939896051,-1.1113983268759628,2.6187739092834765,0.3707297542435925
0.7759929550227095,0.13296456976142013,30,145,30,40,145,80,0.25874284992336516,0.3242906592363353,0.27570124895605236,-1.0374295144575965,3.410740231186332,0.3963009474069843
0.8124147190170213,0.14328322070892519,14,144,41,29,219,78,0.2868413556906386,0.5766088003754335,0.289004126573869,-1.2372745651447,1.8650807011395347,0.4748151281351344
0.8122425868780793,0.13841089725828137,27,150,30,38,123,59,0.36762280214094084,0.6625815574321606,0.3631167155934704,-0.5348245016677956,2.0205398928819265,0.4921405879259666
0.7501701906541332,0.13214233351847438,17,110,49,28,200,126,0.2950868446879453,0.685125783353394,0.3959067519017849,-0.8077780732616462,2.8152378142536225,0.4470401761471401
0.7381575976793532,0.12258158599369451,32,163,42,41,123,89,0.2279573063892511,0.33670809004255914,0.07790134265955184,-0.441468880436622,3.146613655050272,0.3983441410810733
0.7476569925633545,0.12796139082267777,35,178,26,38,139,59,0.4680643473151986,0.41943194954198154,0.39434332636879815,-1.1522688584457774,2.0591812711858886,0.29557900748361776
0.7496431499189036,0.12584245776411485,21,134,46,39,140,79,0.13676314169086828,0.33200381502254367,0.23139718403592996,-0.5210616902058481,2.6666956654806224,0.436606719467411
0.8356756272215179,0.14419896736589544,27,170,48,9,103,66,0.12164030041298701,0.5513008030191802,0.3504596274281975,-0.6337850849268122,2.168998445361053,0.4282207591352178
